concurrency,arm,n_requests,elapsed_seconds,requests_per_second,p50_ms,p95_ms,error_count,error_rate
1,all-hit,30,0.06102791599914781,491.578313118523,1.958459000888979,2.159291998395929,0,0.0
1,all-miss,30,103.25176841700159,0.2905519242909176,3443.321416998515,3448.82704200063,0,0.0
4,all-hit,30,0.05435175000093295,551.9601484678055,4.7523339999315795,19.91512499807868,0,0.0
4,all-miss,30,27.84777004100033,1.0772855404878356,3482.7946670011443,3493.5071670006437,0,0.0
16,all-hit,80,0.1749506250016566,457.27187313130486,28.520916999696055,61.02983399978257,0,0.0
16,all-miss,80,17.895722207998915,4.470342077853785,3576.351124997018,3653.315166997345,0,0.0
64,all-hit,320,2.066834084002039,154.82616745916036,263.84437500018976,1036.528124997858,0,0.0
64,all-miss,320,29.17308141600006,10.969016108956358,6429.111041001306,7907.643792001181,0,0.0
