concurrency,arm,n_requests,elapsed_seconds,requests_per_second,p50_ms,p95_ms,error_count,error_rate
1,all-hit,30,0.07615037499635946,393.95735085262834,2.207040997745935,4.516209002758842,0,0.0
1,all-miss,30,139.1673921670008,0.2155677384828769,4610.02716699295,5498.922417005815,0,0.0
4,all-hit,30,0.04718000000139,635.8626536480745,4.779874994710553,12.846208002883941,0,0.0
4,all-miss,30,34.90987800000585,0.8593556242160163,4383.743250000407,5191.942167002708,0,0.0
16,all-hit,80,0.1713053330022376,467.002390398173,26.02929200656945,62.98087500181282,0,0.0
16,all-miss,80,25.803483084004256,3.1003566355579535,4527.818041999126,5352.8861250015325,0,0.0
64,all-hit,320,1.7927254169990192,178.49917057330094,219.38329199474538,885.8634589996655,0,0.0
64,all-miss,320,40.200947416997224,7.960011406713811,7443.221542001993,9508.283334005682,0,0.0
